"","Id","LotFrontage","LotArea","OverallQual","OverallCond","YearBuilt","YearRemodAdd","MasVnrArea","ExterQual","ExterCond","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","HeatingQC","1stFlrSF","2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","FireplaceQu","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","3SsnPorch","ScreenPorch","PoolArea","Fence","MiscVal","YrSold","SalePrice","set","logSalePrice","GarageType2Types","GarageTypeAttchd","GarageTypeBasment","GarageTypeBuiltIn","GarageTypeCarPort","GarageTypeDetchd","MSSubClassA","MSSubClassB","MSSubClassC","MSSubClassD","MSSubClassE","MSSubClassF","MSZoningC","MSZoningFV","MSZoningRH","MSZoningRL","MSZoningRM","StreetPave","HasAlley","LotShapeIrr","LandContourLvl","LotConfigCorner","LotConfigCulDSac","LotConfigFR2","LotConfigFR3","LotConfigInside","LandSlopeGtl","Ngbr_Cost_of_living","Ngbr_Income","Ngbr_Owners","Ngbr_Annual_property_tax","Ngbr_School","Ngbr_Crime","Ville","Ngbr_Location_WW","Ngbr_Location_SS","Ngbr_Location_Center","Ngbr_Location_NN","Neighborhood1","Neighborhood2","Neighborhood3","Neighborhood4","Neighborhood5","Neighborhood6","Neighborhood7","Neighborhood8","Neighborhood9","Neighborhood10","ConditionArtery","ConditionFeedr","ConditionNorm","ConditionRRNn","ConditionRRAn","ConditionPosN","ConditionPosA","ConditionRRNe","ConditionRRAe","hasTwoCondition","BldgType1Fam","BldgType2fmCon","BldgTypeDuplex","BldgTypeTwnhs","BldgTypeTwnhsE","HouseStyleNbrStory","HouseStyleSplit","HouseStyleUnf","YearRemodAddBefore50","isRemod","RoofStyleFlat","RoofStyleGable","RoofStyleGambrel","RoofStyleHip","RoofStyleShed","RoofStyleMansard","RoofMatlCompShg","RoofMatlTarGrv","RoofMatlWood","ExteriorVinylSd","ExteriorMetalSd","ExteriorHdBoard","ExteriorWdSdng","ExteriorPlywood","ExteriorCemntBd","ExteriorBrkFace","ExteriorWdShing","ExteriorAsbShng","ExteriorStucco","ExteriorOthr","MasVnrTypeBrkCmn","MasVnrTypeBrkFace","MasVnrTypeNone","MasVnrTypeStone","FoundationBrkTil","FoundationCBlock","FoundationPConc","FoundationSlab","FoundationStone","FoundationWood","HeatingGasA","HeatingGasW","HeatingGrav","HeatingWall","CentralAirYes","ElectricalFuseA","ElectricalFuseF","ElectricalFuseP","ElectricalSBrkr","FunctionalMaj1","FunctionalMaj2","FunctionalMin1","FunctionalMin2","FunctionalMod","FunctionalTyp","HasFireplace","HasWoodDeck","HasOpenPorch","HasEnclosedPorch","Has3SsnPorch","HasScreenPorch","HasPool","PoolQCEx","HasFence","HasGar2","HasShed","QuSold1","QuSold2","QuSold3","QuSold4","SaleType1","SaleType2","SaleType3","SaleType4","SaleConditionAbnorml","SaleConditionAdjLand","SaleConditionAlloca","SaleConditionFamily","SaleConditionNormal","SaleConditionPartial","TotalArea","TotalArea1stAnd2nd","YearSinceSold","YearBetweenSoldAndBuilt"
"1824",1056,104,11361,6,5,1976,1976,160,2,2,4,3,1,5,644,1,0,549,1193,2,1523,0,0,1523,0,1,2,0,3,1,2,7,1,3,1976,3,2,478,3,3,3,0,0,0,0,189,0,3,0,2008,180000,"train",12.1007121298723,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,-18,46358,43,2479,8,-28,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,17724,1523,2,32
"1825",1081,80,11040,6,7,1971,2004,144,3,3,3,3,1,5,656,1,0,602,1258,4,1258,0,0,1258,0,1,2,0,3,1,3,5,0,0,1971,2,2,528,3,3,3,55,0,0,216,0,0,0,0,2008,145000,"train",11.8844890214027,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,-18,46358,43,2479,8,-28,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,17095,1258,2,37
"1826",1100,82,11880,7,5,1978,1978,206,2,2,4,3,1,5,704,1,0,567,1271,2,1601,0,0,1601,0,0,2,0,3,1,2,7,1,3,1978,2,2,478,3,3,3,0,0,0,0,0,0,0,0,2009,157000,"train",11.9640010843304,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,-18,46358,43,2479,8,-28,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,18390,1601,1,31
"1827",1205,78,10140,5,6,1975,1975,0,2,2,4,3,1,5,788,1,0,268,1056,4,1074,0,0,1074,1,0,1,1,3,1,2,6,0,0,1975,2,2,495,3,3,3,0,88,0,0,0,0,3,0,2006,153500,"train",11.9414558460094,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,-18,46358,43,2479,8,-28,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,15061,1074,4,31
"1828",1272,0,9156,6,7,1968,1968,0,2,2,3,3,1,1,0,1,0,1489,1489,3,1489,0,0,1489,0,0,2,0,3,1,3,7,1,4,1968,2,2,462,3,3,3,0,0,0,0,0,0,0,0,2009,185750,"train",12.13215696258,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,-18,46358,43,2479,8,-28,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,15574,1489,1,41
"1829",1287,0,9790,6,5,1963,1963,451,2,2,3,3,1,5,569,3,81,678,1328,2,1328,0,0,1328,1,0,1,1,3,1,2,6,2,4,1963,1,2,528,3,3,3,0,26,0,0,0,0,0,0,2010,143000,"train",11.870599909242,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,-18,46358,43,2479,8,-28,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,16107,1328,0,47
"1830",1336,80,9650,6,5,1977,1977,360,2,2,4,3,1,5,686,1,0,664,1350,2,1334,0,0,1334,0,1,2,0,2,1,2,6,1,3,1977,2,2,630,3,3,3,0,16,0,0,0,0,0,0,2009,167900,"train",12.0311238430656,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,-18,46358,43,2479,8,-28,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,16104,1334,1,32
"1831",1347,0,20781,7,7,1968,2003,0,2,2,3,3,1,4,297,3,68,1203,1568,2,2156,0,0,2156,0,0,2,0,3,1,2,9,1,4,1968,2,2,508,4,3,3,0,80,0,290,0,0,0,0,2006,262500,"train",12.4780063610138,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,-18,46358,43,2479,8,-28,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,29107,2156,4,38
"1832",1430,0,12546,6,7,1981,1981,310,3,3,4,3,1,4,678,1,0,762,1440,4,1440,0,0,1440,0,0,2,0,3,1,3,7,1,3,1981,3,2,467,3,3,3,0,0,99,0,0,0,0,0,2007,182900,"train",12.116694834379,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,-18,46358,43,2479,8,-28,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,19182,1440,3,26
"1833",1457,85,13175,6,6,1978,1988,119,2,2,4,3,1,5,790,3,163,589,1542,2,2073,0,0,2073,1,0,2,0,3,1,2,7,2,3,1978,1,2,500,3,3,3,349,0,0,0,0,0,3,0,2010,210000,"train",12.2548628096996,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,-18,46358,43,2479,8,-28,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,21458,2073,0,32
"1834",1506,0,10456,6,6,1967,1967,120,2,2,3,3,1,6,506,1,0,1323,1829,3,1829,0,0,1829,1,0,2,0,4,1,2,8,0,0,1967,2,2,535,3,3,3,0,76,0,0,0,0,0,0,2010,NA,"test",NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,-18,46358,43,2479,8,-28,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,18503,1829,0,43
"1835",1639,80,10928,6,6,1978,1986,101,2,2,3,3,1,2,363,1,0,1064,1427,2,1671,0,0,1671,0,0,2,0,3,1,2,7,1,3,1978,2,2,484,3,3,3,252,55,0,0,0,0,0,0,2009,NA,"test",NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,-18,46358,43,2479,8,-28,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,18096,1671,1,31
"1836",1641,80,11088,6,5,1978,1998,144,2,2,3,3,1,5,832,1,0,308,1140,3,1707,0,0,1707,0,0,2,0,3,1,2,7,1,3,1978,3,2,479,3,3,3,0,0,0,0,0,0,0,0,2009,NA,"test",NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,-18,46358,43,2479,8,-28,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,17485,1707,1,31
"1837",1645,0,9373,5,7,1975,1975,161,2,2,4,3,3,5,1333,2,168,120,1621,2,1621,0,0,1621,1,0,2,0,3,1,2,7,2,2,1975,2,2,478,3,3,3,0,0,0,0,490,0,0,0,2009,NA,"test",NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,-18,46358,43,2479,8,-28,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,16986,1621,1,34
"1838",1646,78,10140,6,6,1974,1974,196,2,2,3,3,1,5,888,1,0,228,1116,4,1116,0,0,1116,1,0,2,0,3,1,2,6,1,3,1974,2,2,528,3,3,3,0,0,0,0,0,0,2,0,2009,NA,"test",NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,-18,46358,43,2479,8,-28,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,15406,1116,1,35
"1839",1647,85,11050,7,5,1975,1975,0,2,2,3,3,1,5,636,1,0,540,1176,1,1193,0,0,1193,0,0,2,0,3,1,2,5,1,3,1975,1,2,506,3,3,3,40,0,0,0,0,0,0,0,2009,NA,"test",NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,-18,46358,43,2479,8,-28,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,16419,1193,1,34
"1840",1749,80,9600,5,5,1969,1969,128,2,2,4,3,2,5,553,3,147,588,1288,2,1336,0,0,1336,0,1,2,0,3,1,2,6,1,2,1969,2,2,502,3,3,3,312,11,0,0,0,0,0,650,2009,NA,"test",NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,-18,46358,43,2479,8,-28,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,15881,1336,1,40
"1841",1750,75,9000,6,5,1969,1969,200,2,2,3,3,3,4,955,1,0,261,1216,2,1216,0,0,1216,1,0,1,0,3,1,2,5,0,0,1969,1,1,336,3,3,3,0,0,0,0,0,0,3,0,2009,NA,"test",NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,-18,46358,43,2479,8,-28,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,14475,1216,1,40
"1842",1949,63,12680,7,6,1988,1988,102,3,2,4,4,2,6,983,1,0,692,1675,4,1688,0,0,1688,1,0,2,0,2,1,4,6,1,5,1988,2,2,528,3,3,3,0,48,0,0,141,0,0,0,2008,NA,"test",NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,-18,46358,43,2479,8,-28,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,20288,1688,2,20
"1843",1950,0,10825,7,7,1983,1983,174,3,2,4,3,2,6,747,1,0,513,1260,2,1260,0,0,1260,1,0,2,0,3,1,2,6,0,0,1983,1,2,598,3,3,3,152,0,0,0,0,0,0,0,2008,NA,"test",NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,-18,46358,43,2479,8,-28,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,16789,1260,2,25
"1844",1951,56,18559,7,5,1978,1978,383,3,3,4,3,1,6,1206,3,186,656,2048,2,2064,0,0,2064,1,0,2,0,3,1,3,7,2,2,1978,3,2,550,3,3,3,200,0,0,0,0,0,0,0,2008,NA,"test",NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,-18,46358,43,2479,8,-28,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,27972,2064,2,30
"1845",1952,85,14450,7,5,1979,1979,194,3,2,4,2,1,5,864,2,449,469,1782,2,1782,0,0,1782,0,1,2,0,3,1,3,6,1,3,1979,3,2,551,3,3,3,467,0,0,0,0,0,0,0,2008,NA,"test",NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,-18,46358,43,2479,8,-28,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,22875,1782,2,29
"1846",1953,90,13068,6,5,1976,1976,621,2,2,4,3,1,5,890,3,48,273,1211,2,1211,0,0,1211,1,0,2,0,3,1,3,6,1,1,1976,3,2,461,3,3,3,0,0,0,174,0,0,3,0,2008,NA,"test",NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,-18,46358,43,2479,8,-28,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,19258,1211,2,32
"1847",1957,80,10400,6,5,1976,1976,120,2,2,3,3,1,1,0,1,0,1444,1444,2,1444,0,0,1444,0,0,2,0,2,1,2,5,1,4,1976,1,2,473,3,3,3,0,24,0,0,0,0,2,0,2008,NA,"test",NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,-18,46358,43,2479,8,-28,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,16873,1444,2,32
"1848",2044,85,11050,6,5,1968,1968,0,2,2,3,3,1,3,301,1,0,1439,1740,1,1740,0,0,1740,0,0,1,1,4,1,2,8,1,3,1968,2,2,512,3,3,3,25,0,0,0,192,0,2,0,2008,NA,"test",NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,-18,46358,43,2479,8,-28,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,18824,1740,2,40
"1849",2045,0,15387,7,7,1967,1967,0,2,2,3,3,1,5,603,4,294,723,1620,4,1620,0,0,1620,0,0,2,0,4,1,3,8,1,4,1967,1,2,578,3,3,3,0,62,192,0,0,0,0,450,2008,NA,"test",NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,-18,46358,43,2479,8,-28,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,22699,1620,2,41
"1850",2269,0,10960,6,5,1984,1984,0,2,2,4,3,1,6,256,1,0,1028,1284,2,1284,0,0,1284,1,0,2,0,3,1,2,5,0,0,1984,1,2,480,3,3,3,0,0,192,0,0,0,0,0,2007,NA,"test",NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,-18,46358,43,2479,8,-28,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,16768,1284,3,23
"1851",2271,93,12299,7,6,1978,1985,67,2,2,4,3,1,6,1328,1,0,201,1529,2,1664,0,0,1664,1,0,2,0,3,1,3,7,1,3,1978,3,2,663,3,3,3,0,0,0,0,0,0,0,0,2007,NA,"test",NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,-18,46358,43,2479,8,-28,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,19508,1664,3,29
"1852",2273,79,11850,6,6,1984,1984,98,2,2,4,3,1,5,781,1,0,372,1153,2,1177,0,0,1177,0,0,2,0,3,1,3,6,0,0,1984,3,2,495,3,3,3,204,103,0,0,0,0,3,0,2007,NA,"test",NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,-18,46358,43,2479,8,-28,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,17489,1177,3,23
